id,category,is_liquid,nutritional_saturated_fat_100g,nutritional_carbohydrates_100g,nutritional_fat_100g,nutritional_sugars_100g,nutritional_proteins_100g,nutritional_fiber_100g,nutritional_energy_100g,nutritional_salt_100g,ingredients_ordered,target
85d141caed28c5248c8b7bba73295f22,Cacao y chocolate,0,34.2,,50.3,1.0,13.0,13.4,597.0,0.3,['Dl2rVfF0dZGeu7opHc8z'],0
ca83188fc0b492235b6449ee859708b2,Salsas de tomate y otras salsas,0,3.2,,24.2,5.1,2.0,0.0,274.0,1.8,"['cSoODVpMKhGnpTL6xxSn', '4PrBWtlTbd5kiw22JmMt', '1td50V0ztIZjCjIxqRjU', '7dTKaDhQYCelTZY0ly0n', 'EInFvJ1B8OAw3MPdoPdy', 'WVrtAT81SCHx5oT8xEUZ', '4af4sQWNjpo23s28QIvA', '0kHti3jkfjNYEOdiqaFM', '6H2R437ysWATXbrS9WqS', 't4s3Fu7VIqFPezEjcLXb', 'r29UneUIG04Vh4pOdjVu', '5kKKTGZZohghBcSCNkVi', 'BO3XiuaC4uLDMxsVNVl1', 'VVadB2B1s29rgXngYPFX', 'usFSlVZlVbUkf62d7jS3', '2JeXPfb67I4sxZUDIRWa', 'UODOEihlSRK2ZXbuS1Fy', 'kUl1s4pZpRS1TLFDumr3', 'lKffwL978fhcVYXTSUWe', 'fWSMOp9v2fGx8COcCMew']",1
72b156c7d13d4f38b85ccde2631cffdc,Leche,1,0.5,17.1,2.5,16.9,3.3,0.3,104.0,0.1,"['OeXkTzsScRVO6gd7hTKB', '1td50V0ztIZjCjIxqRjU', 'yIYfGh4AA1zPLPhvT7nS', 'DfJmyg9l6Sc3ASIF1q2G', 'tb8vqOKlRMtbAP8KExqW', 'PBoHJxTnjdmFntQgPfPt', '1hmrFqGuJQ71QfBq5UyS', 'UODOEihlSRK2ZXbuS1Fy', 'TFlTjzT7eDwS6KGDZsBe', 'BO3XiuaC4uLDMxsVNVl1', '0kHti3jkfjNYEOdiqaFM', '4F4tHMouvw9yvenMa1V7', 'nVIDbwpG7Un6cp9w2MAk']",1
1ec0ff40c34ab0cea2b51e9262842404,Bebidas vegetales,1,0.2,8.5,0.8,5.1,1.2,0.6,47.0,0.06,"['cSoODVpMKhGnpTL6xxSn', '49s8nKETsDAgREXNayJM', 'WJnwwyTN52UBqUic8x94']",0
2c348039f282ee258e3eb128aee45844,Panes,0,0.8,72.6,2.5,0.3,12.5,4.0,371.0,1.0,"['JgPovAzRZ9AaXqW364mf', '6H2R437ysWATXbrS9WqS', 'cI8JpM8iIeJtXBdgc27p', 'UODOEihlSRK2ZXbuS1Fy', 'H54QE2TskBbdTVGwYh00']",0
713da432db23818c82daaa94ad8a492b,Quesos,0,19.0,2.0,29.0,2.0,19.0,0.0,350.0,2.2,"['rjFrFfZaSjBLb5IhPU0s', 'Fj0wx8pbzPivz6J4NOnM', 'O7zTZtknlvPQGfjjBwa7', '0kHti3jkfjNYEOdiqaFM']",0
503bc83a3e40ef9e6fe7c7f8f45312c6,Quesos,0,9.0,2.2,15.0,0.5,27.0,0.0,252.0,1.4,"['DQx0Ki1QTwa9gYyMg26N', '0kHti3jkfjNYEOdiqaFM', 'O7zTZtknlvPQGfjjBwa7', 'Fj0wx8pbzPivz6J4NOnM']",0
ec54d144665eb9f4d673856a4081cacb,Quesos,0,18.0,2.0,25.0,1.0,22.0,0.0,321.0,1.0,"['Lsdet23v8keaQmoG3ryL', '0kHti3jkfjNYEOdiqaFM', 'O7zTZtknlvPQGfjjBwa7']",0
de61b9adb75937c98f8ef5dfefd84b78,"Galletas, bollería y otros dulces",0,14.0,58.0,26.0,32.0,7.0,0.0,502.0,0.68,"['nJsnpHiBOUfvj5itad3B', '1td50V0ztIZjCjIxqRjU', 'UQsN3ErKH1r9cwGhVqaY', '8Qd7A0e4mhrGHeLeIAzM', 'yYbVh8QmCfhjHMLaTdwb', 'ZNqnmotBV0nWgRLoN26R', 'XzlwgzxTvDecP52n0pqc', 'B9IGYqzjMiOh1ewBbTcX', 'rb65VomfSNu7H5gE2gVH', '2yxbBGK0kAcb6OIygCiO', 'EavrY5bPbkSbv8aLMf3j', 'iLejpsW8tUQjWtClwqZv', '8iM0wYtwcOGnCGastybU', 'Ie95EHQVta3YjrSR1NIV', '0kHti3jkfjNYEOdiqaFM', 'SBWqlHoMMC5nWyWdCRhO', 'uDho5FkRnXzeqn2Eg2JY', 'N3y7yDC3znfIWxDuf6Tw']",1
67fc6e40f11cae4705dadf59aaff368d,Carne,0,0.7,1.3,2.1,0.5,17.3,,95.0,2.15,"['wLvpFK7vT8mlHcs9kjPe', 'cSoODVpMKhGnpTL6xxSn', '0kHti3jkfjNYEOdiqaFM', '5kKKTGZZohghBcSCNkVi', 'wF8kna32fbJ2PmY1CPSd', 'NOyUoaHLhrVjccHEcDi7', 'UODOEihlSRK2ZXbuS1Fy', 't8WGQDzy0iWrsOVyX5dP', '7RTLvYXlxoD3AMxhIgsA', '1d9yVz2IDUcPQe8kvDZA']",1
39a1ca6fafc632de2842c68ae5bb3c09,Quesos,0,24.0,1.0,32.0,0.5,19.0,0.0,368.0,3.2,"['6KmnF65LdxPPt5bNF9x4', '0kHti3jkfjNYEOdiqaFM', 'O7zTZtknlvPQGfjjBwa7', 'Fj0wx8pbzPivz6J4NOnM', 'h4WREVIMN0KZvuhyKh8A']",0
3d79775ab3379b825f70858dfb6baad6,Panes,0,1.0,46.0,7.9,7.7,2.0,4.0,272.0,1.58,"['cSoODVpMKhGnpTL6xxSn', '6H2R437ysWATXbrS9WqS', 'm2fUMlEpDkHH41zg0wjL', 'nS1MwNDXtEf0KgmXO6aX', '8IjrNQjQcn7pLd42pqzL', 'SsJ4xBTSIBSpMwWeQFSC', 'ur4hR4xS72OnhME7VNZQ', 'iL5spqn3PMmWSohrPG8g', '1td50V0ztIZjCjIxqRjU', 'eF6julm4IZHrNS8RpEGK', 'tVo3X1pLyWwXRTaAAh95', 'I5MmErPR3Ctyi8gaFhbU', '0RJ7gSBJe2ZCUeUUYISd', '0kHti3jkfjNYEOdiqaFM', 'UODOEihlSRK2ZXbuS1Fy', 'bLwhAJe0YAlcVRQU2aH7', 'lKffwL978fhcVYXTSUWe', 'TFlTjzT7eDwS6KGDZsBe', '9MWFiCe1aRsZvGHwIx5G', 'BO3XiuaC4uLDMxsVNVl1']",1
0430ffce4351e3bdd943064ef609eb52,Panes,0,0.2,48.5,1.0,1.9,8.4,3.0,243.0,1.0,"['nJsnpHiBOUfvj5itad3B', '0RJ7gSBJe2ZCUeUUYISd', 'cSoODVpMKhGnpTL6xxSn', '8IjrNQjQcn7pLd42pqzL', '0kHti3jkfjNYEOdiqaFM', 'KHe7VCGLvsXKNTPbd9cJ']",1
4a29068f5bcea56cfa0e95c69c587488,Salsas de tomate y otras salsas,0,0.7,11.0,2.8,2.9,2.9,0.1,80.0,3.6,"['cSoODVpMKhGnpTL6xxSn', 'pH4fm2Iw7aSSARoO4wKC', 'VVadB2B1s29rgXngYPFX', '0kHti3jkfjNYEOdiqaFM', '6H2R437ysWATXbrS9WqS', '1td50V0ztIZjCjIxqRjU', 'UODOEihlSRK2ZXbuS1Fy', 'TFlTjzT7eDwS6KGDZsBe', 'tb8vqOKlRMtbAP8KExqW', 'IUCuLvhkfBYdBksUVKS1', '3qsQASr9WYSRyTNDGJ3I', '5kKKTGZZohghBcSCNkVi']",1
2ba3cc0118d1627f877c55f5c9e173b7,"Galletas, bollería y otros dulces",0,6.5,66.0,21.3,31.9,4.9,1.5,477.0,1.0,"['MIDw8Etn1B6SvEzrG7K7', 'oGxkmAyp3W46fIg3WwyV', '1td50V0ztIZjCjIxqRjU', 'UQsN3ErKH1r9cwGhVqaY', 'B9IGYqzjMiOh1ewBbTcX', 'KHe7VCGLvsXKNTPbd9cJ', 'UODOEihlSRK2ZXbuS1Fy', 'pn4ps6dOCEVeVJZ6iVWJ', 'zUZhmyrfvLg2cIBqCBko', 'Eo0Ujef9eD8dgElhBQKw', 'rV4Ay3IYTiytaBzLOBSs', 'FrPUW76gDx4rAAcURidc', 'tb8vqOKlRMtbAP8KExqW', 'cSoODVpMKhGnpTL6xxSn', 'Erwdjd3OtzRMjlHmEHdG', 'ZNqnmotBV0nWgRLoN26R', 'w3bGDA0Rq7PprvsplolP', 'SwwDyKq7sfAxjksU5UHJ', 'ab3n4ppekQIb3cImdPYf', '0kHti3jkfjNYEOdiqaFM', 'N3y7yDC3znfIWxDuf6Tw', 'Ufw4h8raTqikRfE9Gbda']",1
2b8ff345f22f9107ad29b0987ec267f3,Panes,0,1.1,78.7,6.3,5.5,11.2,3.5,423.0,1.78,"['nJsnpHiBOUfvj5itad3B', 'cSoODVpMKhGnpTL6xxSn', '3SSIwcLXeAYwSewfwAiO', '0kHti3jkfjNYEOdiqaFM', '8IjrNQjQcn7pLd42pqzL', 'UODOEihlSRK2ZXbuS1Fy', 'p3novWCqCuVpqet6B5tb', 'OUppPEnvuS7rCpuM11qJ']",1
866700b6c7ecb6a8e78fb4a2d283e374,"Galletas, bollería y otros dulces",0,0.0,97.0,0.0,79.0,0.0,0.0,389.0,0.01,"['1td50V0ztIZjCjIxqRjU', 'yYbVh8QmCfhjHMLaTdwb', 'sBCoeNltrqzDyuhRfp65', 'N3y7yDC3znfIWxDuf6Tw']",1
803fb5466f7da1820b40325775f322f4,Vegano y vegetariano,0,1.3,30.0,9.7,7.5,,16.2,399.0,0.008,"['gR05M7hdHDnkxI1EY0jB', 'rzTNvaLwKIJHBkXdBKx3']",0
f4b6118a82e083f33bb73fb888be3273,Verduras y hortalizas,0,0.0,6.0,0.0,0.5,1.1,1.8,32.0,0.75,"['klrlExl789l2xM4BU4Fs', 'QTUDLIHLrF7PT26iKSKh', 'eTaNFqxPpwCSBItN0zXF', 'uEpD0T8XJwzUcaG7rLAj', 'cSoODVpMKhGnpTL6xxSn', '0kHti3jkfjNYEOdiqaFM', 'UODOEihlSRK2ZXbuS1Fy', 'r3leHPdAWlXoeSUfJFge']",0
2aef91813fdde2cce93054063bae8a3d,Leche,1,2.41,4.36,3.4,3.79,3.3,0.0,66.6,0.09,"['9I2t6XePOrxiNgSBT8MD', 'Fj0wx8pbzPivz6J4NOnM']",0
f6bd63e448696b4e425ace820be4af8d,Conservas,0,0.0,2.7,0.2,1.7,0.7,1.0,17.0,,"['4YLKSIkkvWGfCXtuCqo6', 'cSoODVpMKhGnpTL6xxSn', '0kHti3jkfjNYEOdiqaFM', 'IPokqKAb1p9bOZRDvEOC', 'UODOEihlSRK2ZXbuS1Fy', 'syLeHxtae8IXLxe6EqLk', 'qGKTUO71dOoWlFa9ST4G', 'uTwkGxsEmwStrVeQqYmv', 'wrtEyOmECmLGLSvh8lfU']",0
967a75fd72288256407b932790e9b903,Pescado y marisco,0,2.3,0.5,13.0,0.5,23.0,0.0,214.0,3.2,"['0kHti3jkfjNYEOdiqaFM', 'fG9htyDGGRrG1EWwsH9p']",0
561e7b4f887f73691cc92388980cee2d,Panes,0,0.3,53.0,1.4,4.9,8.0,6.07,257.0,1.2,"['nJsnpHiBOUfvj5itad3B', '8IjrNQjQcn7pLd42pqzL', '0kHti3jkfjNYEOdiqaFM', 'zhQ33kOxRu1YwOzNPzGd', 'UODOEihlSRK2ZXbuS1Fy', 'enWon6tWVudZ6ikijE14', 'SRCXqGryZQCsK6VWfKcp', 'OUppPEnvuS7rCpuM11qJ']",1
50e3c81ad7494a4d0891e9d4c21d71c7,Comida preparada,0,1.8,4.1,12.0,0.5,6.5,0.0,160.0,1.5,"['uEpD0T8XJwzUcaG7rLAj', 'ILA0w0qAAUqHRdThXGz3', '6H2R437ysWATXbrS9WqS', 'IzxR4mDzpBbQ823ETP2o', '4PrBWtlTbd5kiw22JmMt', 'IPokqKAb1p9bOZRDvEOC', '0kHti3jkfjNYEOdiqaFM']",1
